Trace,Scenario,TraceNumber,Median,Max,Min,SD,IQR,MaxDroughtLength,Driest10yr,Wettest10yr,demand,mead,powell,InitCombinedStorage,Neuron,Cluster
2717,npc_cmip3,2420,13.07939376,21.69140691,5.913547002,5.25819107,9.096633955,3,11.81109687,15.33341778,4.964264987,1082.783936,3647.394032,26.23366811,4,4
2719,npc_cmip3,2422,13.11140511,21.69137091,5.729923638,5.734278249,10.70518579,4,10.43938113,16.25043362,5.365230686,990.7163367,3533.361848,10.00298323,47,3
2762,npc_cmip3,2465,16.12956975,29.27577772,10.37041622,5.369687464,8.34137543,4,14.32547718,20.08287472,4.240317425,1054.495938,3568.319249,16.40322653,41,0
2764,npc_cmip3,2467,15.39690169,28.27353377,10.18426226,4.23210961,6.821345375,3,14.63893616,17.42827621,4.990781813,1089.587396,3664.088711,28.92823166,28,1
2771,npc_cmip3,2474,15.82058896,29.27571772,10.18426226,4.468179252,7.637777605,3,14.01884458,16.80702637,5.842747314,1082.303228,3596.855627,20.91326978,2,2
2776,npc_cmip3,2479,15.7957782,29.27575372,8.77330609,4.994769033,7.964423143,3,13.61216881,18.14634343,5.691243851,1066.263308,3581.763687,18.34102986,15,1
2789,npc_cmip3,2492,16.78660201,21.0739232,8.77321009,4.150367712,7.99800368,2,14.41568635,18.55701398,5.805632394,1042.479691,3559.077309,14.87091233,44,3
2790,npc_cmip3,2493,16.40224496,28.27370177,9.880551254,4.484998567,7.86756948,5,13.33938615,18.30692289,5.981031923,1056.199206,3592.637022,18.47929944,18,3
2797,npc_cmip3,2500,15.82039096,20.50914576,8.77351009,3.862003576,7.48824385,8,12.33203545,16.93616387,5.855370498,993.6108159,3526.636264,9.76051157,44,3
2801,npc_cmip3,2504,17.1281856,30.55968747,8.657720571,6.021322211,9.11047038,2,14.93209508,19.55550454,5.777343198,1023.422669,3561.142159,13.74842965,27,0
2824,npc_cmip3,2527,15.13480149,26.34779347,8.932309694,4.269330716,6.35362164,2,13.53985267,16.70059952,4.590667136,1097.506303,3614.856847,23.90451715,14,1
2826,npc_cmip3,2529,14.37526158,30.55989147,8.420472436,5.925428474,8.92755149,5,12.330253,19.65458664,5.609218969,1069.285498,3598.196153,19.97237789,46,3
2827,npc_cmip3,2530,15.61082882,30.55984347,8.657756571,5.046388198,6.212375503,3,14.81320794,18.18108458,4.219607048,1016.858557,3520.065346,10.73483772,42,2
2845,npc_cmip3,2548,13.58634066,27.13790232,8.420436436,6.15200709,7.335956377,4,13.31089843,19.30624935,5.685870498,939.1502018,3495.382096,5.547651956,46,3
2849,npc_cmip3,2552,13.27927319,20.61593735,8.099163557,4.441148133,7.952820565,8,11.70738883,15.88524094,5.346066663,971.2588507,3527.632739,8.671877071,46,3
2859,npc_cmip3,2562,12.64632336,29.36728944,7.216038231,6.248626574,9.887038688,3,12.0626317,16.964555,5.615623704,1055.814385,3576.808935,17.15051527,48,5
2872,npc_cmip3,2575,15.99313378,29.36721744,7.215870231,5.639359792,10.13135891,4,12.61463041,19.58865885,5.015555876,1083.81168,3612.638548,22.50253519,44,3
2873,npc_cmip3,2576,14.61307808,25.1662356,8.099127557,4.742679921,10.05704772,3,13.13758421,17.51963555,5.242468269,1013.661806,3540.78539,11.77296674,2,2
2875,npc_cmip3,2578,14.84550864,29.36709744,8.380425313,6.047463554,9.730327937,4,13.41624872,19.66892358,5.361007237,963.8549102,3511.326286,7.414964938,44,3
2881,npc_cmip3,2584,14.61296408,29.36726544,7.215882231,6.501768722,9.870856845,4,13.93241172,17.43797181,5.630865539,1048.717139,3577.486494,16.68541549,43,2
2896,npc_cmip3,2599,15.49679461,29.36727744,8.380437313,5.815503058,10.08587989,3,13.99578176,19.49367212,5.655061959,1056.264671,3592.160979,18.44312241,17,2
2916,npc_cmip3,2619,9.060127933,24.09809092,6.121101914,3.845258049,0.975317855,14,8.720244654,10.70235899,5.745498951,1091.153866,3634.956043,25.48600066,12,10
2918,npc_cmip3,2621,10.70749063,13.47083771,8.211426646,1.665939321,3.07741123,30,10.45919914,11.20923209,4.648977738,1079.859869,3656.524794,27.12556045,10,9
2923,npc_cmip3,2626,10.17890673,24.09793492,6.120945914,4.35625492,4.786944705,15,9.18418995,12.93033188,5.909107355,1086.896708,3683.042812,31.32555374,9,6
2926,npc_cmip3,2629,9.267810234,24.09804292,6.120993914,4.360878816,3.504006375,11,10.14671777,11.94565791,4.861990275,1108.351915,3665.864802,30.83649138,9,6
2934,npc_cmip3,2637,9.580346714,24.09804292,6.121185914,3.624158492,2.995553257,13,9.688898653,12.62458549,4.370985311,1052.486106,3568.11148,16.2400642,37,8
2935,npc_cmip3,2638,10.97040874,16.72132732,6.121209914,2.754771079,3.70297226,16,10.49672289,12.8201006,4.416459606,1061.370092,3581.242365,17.92118961,36,5
2937,npc_cmip3,2640,9.351471642,24.09794692,6.120957914,4.056145592,3.262006857,12,9.662089382,11.46373805,4.749261007,1051.694857,3570.89586,16.39150617,25,8
2941,npc_cmip3,2644,9.496027283,13.89380733,6.121101914,1.642634921,1.568771076,30,9.054421593,10.87577657,4.543530657,1044.544878,3592.747229,17.64532015,26,10
2946,npc_cmip3,2649,9.99939228,15.82290165,7.340613434,2.163262264,3.264536243,17,10.15500873,11.32136541,5.725550952,1049.368201,3571.797551,16.29155731,26,10
2960,npc_cmip3,2663,10.23721512,18.08961409,6.572427329,2.258472101,1.563536802,17,8.875669966,11.95924113,4.584909602,1092.975462,3639.790798,26.20104657,10,9
2962,npc_cmip3,2665,10.34688696,19.61674797,6.445616111,3.352165968,3.972405572,16,8.104150859,11.88359901,4.713192162,1043.464672,3584.736593,16.8960084,25,8
2971,npc_cmip3,2674,10.68541758,19.61669997,6.132154273,2.561332718,0.976615787,12,9.162991144,11.29720197,4.588726153,1069.635082,3600.025054,20.16395311,25,8
2973,npc_cmip3,2676,10.50741272,12.78328425,6.445688111,1.809977748,1.962258464,30,8.887680862,10.59330423,4.27068924,1049.516087,3573.582014,16.43887072,26,10
2975,npc_cmip3,2678,9.1186979,18.08960209,6.131974273,2.557033069,3.845603423,25,8.22758706,9.731527871,5.392965928,1064.388513,3588.903818,18.78307249,13,11
2992,npc_cmip3,2695,10.09066045,19.61662797,6.132178273,2.794470211,2.681280265,12,8.84093359,11.03564643,4.659975571,1077.012092,3599.674666,20.72681961,26,10
3001,npc_cmip3,2704,8.989959385,15.49668603,5.534410464,2.434048121,3.557513482,29,7.489738014,9.774030479,5.907077998,1079.277333,3628.659563,23.78035643,13,11
3006,npc_cmip3,2709,10.09264637,12.69122949,5.534434464,1.658449567,2.489966049,30,9.491214874,11.06439759,4.382157216,1080.786507,3666.18248,28.46115589,11,9
3008,npc_cmip3,2711,8.954996269,15.49679403,5.525683413,2.40009398,2.122171236,20,7.63368785,9.786648722,4.809470212,1058.47657,3599.841872,19.28489661,13,11
3018,npc_cmip3,2721,9.815761985,12.69120549,5.064425345,2.467034208,4.65176478,30,7.235761254,10.54794133,5.859162447,1097.969899,3667.887946,30.16822433,12,10
3028,npc_cmip3,2731,9.311082222,15.49671003,5.525407413,2.328683766,1.875427643,27,7.993091912,10.32336316,4.472993221,1086.338811,3635.987318,25.18971433,11,9
3032,npc_cmip3,2735,9.821628047,15.49693803,5.064461345,2.449667446,0.971957382,12,9.545041814,11.38901352,4.302926007,968.7748492,3493.385544,6.754631688,39,10
3037,npc_cmip3,2740,9.876584642,15.49674603,5.064269345,2.625683184,3.017374839,24,8.827868328,10.03267332,4.833451004,1091.497296,3651.049037,27.42562606,12,10
3069,npc_cmip3,2772,10.54179095,20.35860758,6.543863879,2.540069421,1.544853281,15,10.0071162,11.64674153,4.790222899,1099.484014,3682.238176,32.30707756,9,6
3098,npc_cmip3,2801,13.39401314,25.52270663,7.583848869,5.532676208,8.057709303,5,11.95116074,16.42211956,5.535857472,1043.053766,3566.536665,15.44922463,49,5
3106,npc_cmip3,2809,11.13651372,20.71527388,6.980497803,3.486810818,4.4441283,15,10.28124539,13.92350396,4.342370177,1034.437886,3555.414241,14.06574159,48,5
3131,npc_cmip3,2834,12.7978365,25.52257463,6.980293803,3.651633494,3.15340538,12,11.3334795,14.08764833,5.810340344,1084.165559,3640.459319,25.52281514,22,5
3137,npc_cmip3,2840,13.44433186,25.52277863,6.980305803,4.364700787,2.343014633,18,11.40158786,15.79976624,5.086436214,1009.636905,3552.49285,12.29903536,50,7
3141,npc_cmip3,2844,11.71368386,20.71530988,6.980281803,3.659799132,3.319187725,10,10.70308446,14.29795346,5.176416985,1041.103033,3524.778814,12.5860057,37,8
3153,npc_cmip3,2856,9.43025238,20.81808305,5.466569792,4.075367785,5.390824599,8,8.281444009,11.77678914,4.261714692,1077.989117,3585.386753,19.57633768,25,8
3165,npc_cmip3,2868,10.8776808,20.81810705,6.327748565,3.89009604,2.913406739,8,9.038004354,13.92301929,5.554816803,1028.115043,3554.278334,13.57005902,24,8
3173,npc_cmip3,2876,9.844641651,12.947854,6.096350154,2.039796582,2.697904025,30,8.915336901,10.69106758,5.604987042,1099.716404,3652.168571,28.28777958,12,10
3220,npc_cmip3,2923,16.18270652,21.46460006,5.994536238,4.672415557,9.692062815,3,14.29372175,16.30914132,4.519939767,1062.542113,3597.672483,19.39996631,42,2
3224,npc_cmip3,2927,12.29435219,20.44147237,9.095408703,3.636369251,5.508697248,7,12.41140112,14.53029308,4.804700065,1066.890404,3600.914607,20.02798171,4,4
3241,npc_cmip3,2944,11.67816029,16.73468277,8.757236043,2.729480839,5.738835025,5,11.48242996,13.02393057,4.620361857,1083.380539,3620.59825,23.26549317,21,3
3266,npc_cmip3,2969,12.92506322,26.76310587,8.559545696,5.228253024,6.462892445,3,13.49428705,17.21507971,4.80643732,1095.809555,3644.933379,27.05787592,16,2
3269,npc_cmip3,2972,14.14715008,26.76305787,10.66085341,3.581312775,4.343008148,5,13.53587083,17.91581592,5.784538475,1007.384111,3571.123266,13.50299968,48,5
3282,npc_cmip3,2985,12.92491322,18.98914634,8.559665696,2.361014846,1.701600347,6,12.65158626,14.16057904,5.2349119,996.7400938,3537.536787,10.58791808,35,5
3298,npc_cmip3,3001,13.33622878,24.86857302,5.747672205,5.063796666,7.251995005,7,12.00427173,15.82814848,5.254285276,1066.347487,3579.443096,18.16153477,20,3
3303,npc_cmip3,3006,14.73577015,21.618869,6.481996885,4.475045717,6.997471238,3,12.8748155,15.530993,5.902474433,1092.605959,3652.799021,27.73975018,5,4
3350,npc_cmip3,3053,11.48770241,21.41689577,6.069890027,3.550077951,5.33896586,9,12.14571718,14.01125413,5.021736908,1050.063639,3610.51794,19.65604281,33,3
3353,npc_cmip3,3056,13.85035272,21.97760546,6.070190027,4.154170936,6.72078805,4,12.1853217,15.47448057,4.567723974,1042.837735,3572.843471,15.90851809,46,3
3384,npc_cmip3,3087,15.91190156,21.41693177,6.069854027,4.393982496,9.16776695,4,14.13377258,17.9767561,5.870001514,1101.708692,3674.515323,31.40892627,16,2
3403,npc_cmip3,3106,8.622905975,15.13780524,4.665066136,2.518077843,3.282949358,27,7.294005811,10.46926941,4.646625338,998.5953666,3496.713253,8.453231512,13,11
3406,npc_cmip3,3109,7.775974388,15.13778124,4.387524446,3.087165435,3.914221143,13,6.728635816,9.709295236,5.437013035,1112.064001,3681.473792,33.34828522,13,11
3409,npc_cmip3,3112,8.045753243,15.10230552,4.495378704,2.393307255,2.90350237,21,7.60783149,8.977879111,5.037022639,1001.414024,3534.063016,10.63662929,13,11
3415,npc_cmip3,3118,9.399295864,17.20522233,4.665174136,2.882884231,2.839833518,13,9.112867819,10.15061151,5.152635548,1095.429799,3624.457878,24.70793941,12,10
3419,npc_cmip3,3122,7.586658447,12.87144055,4.387500446,2.24662852,2.90359837,30,7.052678442,8.894886385,4.912249292,1028.312965,3550.29275,13.31287206,13,11
3422,npc_cmip3,3125,7.614635971,17.20510233,4.387272446,3.329663123,5.879075733,15,6.800538449,10.13748841,5.168327142,1061.078833,3592.419329,18.82812967,13,11
3433,npc_cmip3,3136,8.233838351,17.20518633,4.495426704,2.953044494,4.761087114,22,7.903517509,10.17639891,4.770513176,1096.827697,3672.845585,30.74302306,12,10
3438,npc_cmip3,3141,9.229591803,17.20497033,4.387476446,3.578323138,4.674446842,6,8.370359897,10.97729046,4.337049574,1102.527456,3671.181659,31.02252657,10,9
3454,npc_cmip3,3157,10.47553478,20.23446167,4.93067842,3.231170931,1.115034778,13,10.11202883,12.86557093,4.489827183,1074.884537,3630.640032,23.63794451,7,4
3460,npc_cmip3,3163,9.833031297,20.23459367,8.615968588,3.360116991,2.364994504,11,9.852470863,12.28744218,4.233175001,1077.776743,3613.742934,22.10871872,23,5
3490,npc_cmip3,3193,9.666259767,20.77093949,7.699148905,3.293676145,3.675765503,12,9.755007863,11.98335035,5.090860699,1022.599389,3530.278652,11.68184043,39,10
3491,npc_cmip3,3194,11.21016681,20.77105949,4.93036642,4.349094317,6.13089454,7,11.11732484,15.40414748,4.626775265,975.2396021,3478.293908,6.395375199,51,7
3506,npc_cmip3,3209,12.62131667,25.60803824,8.23245941,3.538479247,4.093038163,4,13.06445677,14.21625316,5.26082847,1113.200043,3678.986452,33.09886589,4,4
3549,npc_cmip3,3252,15.73323351,22.35989122,6.913847662,3.968779327,7.195930562,2,15.30211723,17.26434451,5.979270406,1035.428838,3555.716195,14.15320221,45,3
3555,npc_cmip3,3258,17.00895178,22.35962722,10.79224304,3.281470603,3.942782128,2,14.83891969,17.215436,5.332895726,1042.194941,3546.588938,14.0019997,28,1
3563,npc_cmip3,3266,17.07499322,23.67301266,9.771193216,4.254932344,7.430424163,4,14.18731189,17.43382623,5.330761685,1048.047981,3560.101162,15.33649502,29,2
3565,npc_cmip3,3268,16.27066273,33.75254999,6.913847662,4.760825785,3.198310717,2,15.07393731,18.16508188,5.964501357,1068.517526,3597.372773,19.83844946,43,2
3569,npc_cmip3,3272,15.98469223,20.73406849,10.19895336,2.852526651,1.905547865,2,15.26813012,17.04368965,5.380334384,1085.262378,3616.023274,22.95865378,15,1
3572,npc_cmip3,3275,18.3831034,22.35978322,6.913931662,3.710015321,4.81215644,1,16.36804879,18.38658465,5.787405926,1099.626997,3669.780809,30.57145623,27,0
3583,npc_cmip3,3286,17.50259718,33.75263399,6.913847662,4.798984013,4.20114837,1,14.76830363,20.89219394,4.461774005,1059.46324,3604.817608,19.81377621,41,0
3609,npc_cmip3,3312,10.12613251,14.30367765,7.712879242,1.723669145,2.227371711,30,10.0367318,10.94383819,4.748627139,974.634975,3501.651028,7.435357442,39,10
3613,npc_cmip3,3316,11.32995887,17.83358789,6.635129431,2.748007495,2.382731097,9,10.96926731,13.33493778,4.840175154,948.2094235,3507.158141,6.503129075,52,7
3637,npc_cmip3,3340,11.81098651,20.33681927,7.916180724,3.07893367,2.978398338,10,10.5768661,14.04320554,5.517385108,1083.754231,3620.24016,23.25988982,23,5
3646,npc_cmip3,3349,9.758351771,19.1065246,6.634985431,3.389988913,3.831908701,7,10.02016687,12.16304482,5.836193602,1121.347337,3700,37.04661338,10,9
3649,npc_cmip3,3352,14.9037787,26.00275748,6.613579037,4.752982724,6.763185693,4,12.53247674,16.16311543,5.879249184,1100.145722,3648.855175,27.91705324,20,3
3663,npc_cmip3,3366,12.27858315,17.40151043,8.870440529,2.442999533,3.919841833,5,12.80286906,14.85287567,5.367027947,986.0673358,3520.98948,9.034609847,49,5
3701,npc_cmip3,3404,10.25108709,18.21870548,6.021707937,3.366563057,3.375764153,8,10.57807797,11.82417225,4.63725362,1057.108191,3612.400347,20.35537817,38,8
3714,npc_cmip3,3417,11.11815385,24.87034964,6.021755937,5.4041313,9.34129475,5,11.07392063,14.44108945,4.412762759,1072.186613,3613.952894,21.67573756,20,3
3728,npc_cmip3,3431,10.51063619,24.87008564,6.021707937,6.012059218,12.53157324,6,9.912292152,16.39581984,5.226647543,1086.177542,3649.286053,26.75114307,5,4
3734,npc_cmip3,3437,11.96972122,20.95998176,6.404204277,4.866546085,8.934979541,7,11.7515888,15.07759992,5.674708274,1085.803673,3647.713809,26.52727714,35,5
3746,npc_cmip3,3449,9.51337394,24.87006164,6.021803937,4.409185675,4.552336941,18,9.228737715,13.96835234,4.776897284,1065.82759,3594.973818,19.41614438,8,6
3784,npc_cmip3,3487,11.35265565,26.87948576,6.360961067,4.997779854,7.033007162,7,11.72699538,15.49982426,5.994718774,1037.234291,3550.219303,13.90136688,51,7
3786,npc_cmip3,3489,11.81616969,26.87946176,6.291085372,5.145581251,6.970583675,8,11.43248915,14.5368636,4.600834177,1080.647816,3627.647792,23.78394529,32,3
3788,npc_cmip3,3491,12.37782447,26.87940176,6.291277372,4.907918469,6.594079634,5,11.73118593,14.41565179,5.291124074,981.1925219,3503.98753,7.879310907,36,5
3792,npc_cmip3,3495,12.47836312,21.97424447,6.291097372,3.74156312,5.12874269,5,11.51070242,14.55854362,5.12246891,1077.266968,3644.431694,25.41949498,35,5
3814,npc_cmip3,3517,14.25926353,22.92312667,9.645162846,4.15519774,7.787070345,3,13.90911437,18.94400812,5.309415494,1078.983261,3605.588824,21.42980469,43,2
3830,npc_cmip3,3533,17.7122635,22.92315067,11.59178789,3.675869681,5.664630195,2,15.57509146,19.0837014,5.126200953,1060.507659,3593.885206,18.91162295,41,0
3845,npc_cmip3,3548,16.58675505,34.29133948,10.58483997,4.270752701,4.003866765,2,16.08305591,19.57720351,5.550880968,1115.126258,3675.063412,32.72862427,40,0
3867,npc_cmip3,3570,15.45236477,19.83388137,9.186880514,3.954225419,8.816808058,5,13.75546337,15.33686634,4.895781257,1022.337567,3552.800695,13.09857786,45,3
3881,npc_cmip3,3584,17.5817892,20.40466926,9.186892514,3.954848262,6.63134447,4,13.63344204,17.83612805,4.814156732,1023.106285,3528.221279,11.59246695,43,2
3888,npc_cmip3,3591,16.04579261,20.40474126,9.187120514,2.649836466,4.567843035,4,15.49109968,17.16505069,5.93876501,1097.465201,3665.248896,29.77058351,14,1
3898,npc_cmip3,3601,20.05269463,27.8758782,6.876206143,6.51950387,9.295076608,3,16.78975432,20.77840605,4.460212353,1081.563951,3648.43818,26.25884817,40,0
3901,npc_cmip3,3604,14.04379109,23.76215182,6.876098143,5.333779134,9.36084294,5,10.6943354,18.07486443,5.600527831,1053.083092,3603.445821,19.21200195,34,3
3902,npc_cmip3,3605,11.91074204,29.15653347,6.876026143,6.160384534,10.68487856,5,12.49542455,16.63739559,5.682253383,992.5022032,3527.197495,9.73288168,32,3
3903,npc_cmip3,3606,11.03273624,29.15637747,6.876038143,6.247302972,11.57229368,5,13.42106374,15.60205948,4.980561753,1074.693261,3654.141347,26.40084579,45,3
3904,npc_cmip3,3607,15.88669481,19.89516264,6.876050143,5.185883977,10.86989622,6,12.03085653,16.12717314,5.484224639,1046.305218,3552.334438,14.67370551,32,3
3917,npc_cmip3,3620,17.37220929,29.15656947,6.876338143,5.760623541,8.37405846,4,14.52589805,18.60818244,4.432396646,1035.387236,3594.007175,17.12417889,27,0
3919,npc_cmip3,3622,19.60329267,23.76218782,6.876230143,5.740616464,11.27789281,2,14.33022987,18.37536349,5.566878324,1051.606946,3575.356919,16.72762855,45,3
3930,npc_cmip3,3633,13.97785895,21.42084426,6.876122143,5.682588755,11.55526056,4,12.30937969,15.63111343,5.274424427,1040.494065,3561.872885,14.93198831,19,3
3936,npc_cmip3,3639,13.84171149,29.15653347,6.876038143,6.448458971,11.85588491,3,10.86339979,17.06556614,4.478599504,1081.267033,3622.625861,23.30004251,19,3
3947,npc_cmip3,3650,11.52109818,23.76207982,6.876278143,5.482056681,11.01858277,7,11.27293291,16.61850703,5.374612402,1087.107252,3625.454494,24.09194601,4,4
3953,npc_cmip3,3656,16.60082669,22.4750373,11.42165251,3.353981102,5.472900857,3,14.95244368,18.21335646,5.917641102,1088.991163,3603.599484,22.08897042,27,0
3964,npc_cmip3,3667,16.44544885,27.24721458,9.231673823,4.420935719,6.256711115,1,15.43447923,19.84972567,5.171960214,1092.502083,3658.492595,28.45191358,27,0
3965,npc_cmip3,3668,16.96502421,26.53801276,11.42153251,3.307886831,4.47954719,2,15.97023955,19.79825244,4.926592396,1072.832024,3610.111937,21.35553792,41,0
3970,npc_cmip3,3673,17.74643254,22.4748933,9.842422693,3.514117147,5.24206628,2,16.05024067,19.76293848,4.548630633,1088.233954,3632.503514,24.9581326,40,0
3991,npc_cmip3,3694,17.12081525,26.53802476,12.95083887,3.327940323,5.151526472,1,16.51575081,19.33979732,5.936380432,1028.843527,3547.28016,13.14750713,41,0
4000,npc_cmip3,3703,13.62557906,25.69424512,8.070524645,4.613367412,7.12069584,5,13.39179598,16.6912154,5.943759278,1008.437195,3559.636981,12.72302893,33,3
4019,npc_cmip3,3722,14.89496668,20.62441908,7.660149117,4.376337469,8.616905043,4,12.23254737,16.64347947,4.482822522,1108.00627,3694.594122,34.93049046,1,1
4023,npc_cmip3,3726,14.94648389,19.7451543,7.709484364,4.091688696,7.72105748,6,12.62267663,15.98026944,4.489372988,1032.741133,3564.812182,14.61961247,31,3
4054,npc_cmip3,3757,12.05350281,27.63751479,7.548685742,5.460207152,6.277835945,6,11.64771386,17.99658932,4.52910088,992.6216754,3506.481046,8.606430904,44,3
4065,npc_cmip3,3768,12.05356281,27.63761079,10.04389187,5.023791942,6.965009733,5,12.75879793,17.71157054,4.403557849,1095.275553,3638.37116,26.2378761,17,2
