"x_dim","y_dim","x_y_ratio","n_neurons","radius","dist_fnc","neighbor_fnc","radius_fraction","err.quant","err.varratio","err.topo","err.kaski"
37,5,7.4,185,10.5356537528527,"euclidean","bubble",0.4813635754399,1.7335194658136,94.22,0.433282516533831,3.19061246902296
29,3,9.66666666666667,87,3.46410161513775,"sumofsquares","bubble",0.208981630392373,1.95891294376121,93.47,0.391623537391894,4.03835476078623
59,6,9.83333333333333,354,8.71779788708135,"manhattan","bubble",0.268116597319022,1.59755819631797,94.67,0.517358148210955,2.91698333146633
5,2,2.5,10,1.97255546743688,"manhattan","bubble",0.584823996061459,4.48855097840283,85.04,0.0641734780396812,4.95508413393562
29,5,5.8,145,5.19615242270663,"sumofsquares","gaussian",0.298323200084269,2.05491381716088,93.15,0.0497707308801085,2.26071699741635
21,2,10.5,42,1.73205080756888,"euclidean","gaussian",0.13614465505816,2.46111035396549,91.8,0.38938426318467,4.46717526922097
55,5,11,275,43,"manhattan","bubble",0.951076647732407,2.80141222036082,90.66,0.512943700186536,2.31197275302242
14,2,7,28,1.73205080756888,"manhattan","gaussian",0.184677852550521,3.05743457150724,89.81,0.240175004239444,3.58534914697335
46,5,9.2,230,30.5122926047847,"sumofsquares","bubble",0.88628570525907,2.23860723129862,92.54,0.179267424113956,2.16077568519137
33,6,5.5,198,28.5131548587665,"sumofsquares","bubble",0.980958309024572,2.33268787716773,92.22,0.0839048668814651,2.09690257068439
19,3,6.33333333333333,57,5.29150262212918,"manhattan","gaussian",0.474335651611909,2.71699846608809,90.94,0.193193149058843,2.59701204153356
24,3,8,72,0,"manhattan","gaussian",0.00816080858930945,2.5538589999377,91.49,0.361044768526369,3.72692898944675
23,6,3.83333333333333,138,5.19615242270663,"sumofsquares","gaussian",0.35815457906574,2.09321522948451,93.02,0.0143705273868069,2.31970163249002
40,4,10,160,11.5325625946708,"euclidean","bubble",0.486432088539004,1.81134879692957,93.96,0.380538070205189,3.35579254074155
35,6,5.83333333333333,210,21.51743479135,"euclidean","bubble",0.84884442621842,1.84048134461132,93.87,0.427637103612006,2.77684149627197
56,6,9.33333333333333,336,22,"manhattan","gaussian",0.628665467491373,2.51386802975233,91.62,0.408215872477531,1.9152541500988
26,5,5.2,130,21,"manhattan","bubble",0.961045289644971,2.35057045294862,92.16,0.34843632355435,2.47587776151799
7,6,1.16666666666667,42,1,"manhattan","gaussian",0.131382890278473,2.63963375084588,91.2,0.326737663218586,3.63277539511468
23,4,5.75,92,2,"sumofsquares","gaussian",0.114903016481549,1.95716995337948,93.48,0.247889774461591,3.31955281240879
19,5,3.8,95,1,"manhattan","bubble",0.0350697450339794,2.26167855241812,92.46,0.38826182804816,3.9448297271546
22,4,5.5,88,12.7671453348037,"sumofsquares","bubble",0.82174547133036,2.29670028878741,92.34,0.0860103442428353,2.6038344206048
23,2,11.5,46,6,"manhattan","gaussian",0.448800559155643,2.95275525238092,90.16,0.260124300491775,2.75043704615339
5,2,2.5,10,2,"sumofsquares","gaussian",0.59114783233963,4.39967697440434,85.33,0,5.26883966158859
26,6,4.33333333333333,156,17.0880074906351,"sumofsquares","gaussian",0.881920446408913,2.4043482441729,91.99,0.00537476683059183,2.14612292310745
21,3,7,63,3.60555127546399,"sumofsquares","gaussian",0.314837497891858,2.33070763433226,92.23,0.142250975072071,2.99409247850654
5,2,2.5,10,3,"euclidean","gaussian",0.855264182435349,4.44392286930211,85.19,0,5.10991402117899
35,5,7,175,16.0934769394311,"euclidean","bubble",0.710632589412853,1.92453185722931,93.58,0.263844497201967,2.57242580180606
19,5,3.8,95,12.1243556529821,"euclidean","bubble",0.868593456223607,2.23846357316174,92.54,0.0481346447346108,2.56939963784267
33,5,6.6,165,6.92820323027551,"manhattan","gaussian",0.35883848881349,2.27914067870787,92.4,0.261338985925047,2.1081182826825
26,4,6.5,104,6.2449979983984,"sumofsquares","gaussian",0.409447564277798,2.24173286085233,92.53,0.0193544175004239,2.34868064879833
32,3,10.6666666666667,96,27.5136329843952,"manhattan","bubble",0.979113092180341,3.48376881145277,88.39,0.43050178056639,2.4324634607658
13,2,6.5,26,1,"sumofsquares","bubble",0.0968009610660374,3.08464407139137,89.72,0.0145487536035272,4.04247800542226
35,6,5.83333333333333,210,7.21110255092798,"euclidean","gaussian",0.361150459153578,2.01179105854108,93.29,0.0305333220281499,2.0618768419401
26,3,8.66666666666667,78,24.0624188310319,"euclidean","gaussian",0.994881552876905,3.4365176738322,88.54,0.00420417161268442,2.36569874568032
16,2,8,32,10.5356537528527,"euclidean","gaussian",0.885029514087364,3.45958872109822,88.47,0,2.87692656736164
34,6,5.66666666666667,204,26.6270539113887,"euclidean","bubble",0.952718787360936,2.24364542199016,92.52,0.0618136340512125,2.06005857093679
21,2,10.5,42,10.5356537528527,"sumofsquares","bubble",0.746728224679828,2.65280224865744,91.16,0.214743937595387,3.50371160585467
6,3,2,18,3.46410161513775,"manhattan","bubble",0.77934326347895,3.53290017114187,88.22,0.137634559945735,4.13938142287608
71,6,11.8333333333333,426,33.0454232837166,"sumofsquares","bubble",0.715607268270105,1.96589681806888,93.45,0.228750551127692,2.00637197967446
48,5,9.6,240,1.73205080756888,"sumofsquares","gaussian",0.0341302854940295,1.55961736227094,94.8,0.397608275394268,3.54126980929544
25,3,8.33333333333333,75,15.52417469626,"manhattan","gaussian",0.851773796137422,3.06973742215647,89.77,0.270805663896897,2.31926957957861
31,3,10.3333333333333,93,19,"sumofsquares","gaussian",0.844361813273281,2.94210707637643,90.19,0.00139274207224012,2.23415413792111
15,3,5,45,2.64575131106459,"manhattan","gaussian",0.264303282834589,2.74296863359932,90.86,0.154021536374428,2.8667386514171
9,4,2.25,36,1,"manhattan","gaussian",0.0316336192190647,2.78690655116817,90.71,0.152966932338477,3.36480977432888
26,3,8.66666666666667,78,4.58257569495584,"euclidean","bubble",0.312587924068794,2.0388289865917,93.2,0.38590910632525,3.98413554360098
16,3,5.33333333333333,48,1.73205080756888,"manhattan","gaussian",0.151483142515644,2.61060498670312,91.3,0.190470408682381,2.96664227313595
32,4,8,128,22.5166604983954,"sumofsquares","bubble",0.913848118856549,2.15440946541978,92.82,0.466105816516873,3.15160414047667
47,6,7.83333333333333,282,8.18535277187245,"manhattan","gaussian",0.313639849657193,2.07284671336045,93.09,0.307650669832118,1.98716190942067
68,6,11.3333333333333,408,9.53939201416946,"manhattan","bubble",0.25185725861229,1.55303781877355,94.82,0.495014753264372,2.91995827838881
64,6,10.6666666666667,384,35.5949434611154,"euclidean","gaussian",0.803833591053262,2.61878364387738,91.27,0.00813532304561642,1.79841172958019
16,5,3.2,80,5.56776436283002,"manhattan","gaussian",0.551775949075818,2.48820996977608,91.71,0.185272850602001,2.51130142662681
47,6,7.83333333333333,282,5.56776436283002,"manhattan","bubble",0.205722658894956,1.62044096411952,94.6,0.655271324402238,3.23144080475195
38,4,9.5,152,9.53939201416946,"manhattan","bubble",0.430353601463139,1.96523819813511,93.45,0.50940851280312,3.07283613568384
21,3,7,63,2,"euclidean","bubble",0.180363707011566,2.15809203778737,92.81,0.266273189757504,3.68992200244239
12,3,4,36,7.54983443527075,"sumofsquares","gaussian",0.868771179113537,2.83997235119503,90.53,0.00516567746311684,3.22026571228237
7,6,1.16666666666667,42,3,"manhattan","gaussian",0.498669476015493,2.7709532288864,90.76,0.281277090045786,3.40973222256467
37,6,6.16666666666667,222,13.114877048604,"euclidean","bubble",0.577577898046002,1.84292432480604,93.86,0.259260301848397,2.461112680589
4,3,1.33333333333333,12,1,"sumofsquares","gaussian",0.242450321558863,4.02825207727627,86.57,0.129656096320163,5.3144558044836
41,6,6.83333333333333,246,1,"sumofsquares","bubble",0.0190259937662631,1.65938624543183,94.47,0.406160929286078,3.67182692401881
4,3,1.33333333333333,12,1.86289343786449,"euclidean","gaussian",0.597820359049365,4.09794522812496,86.34,0.100634220790232,5.12232409503319
10,3,3.33333333333333,30,8.54400374531753,"manhattan","gaussian",0.97680448833853,3.24851482921894,89.17,0.129726471086993,3.19380337428357
34,4,8.5,136,8.54400374531753,"sumofsquares","gaussian",0.43207838665694,2.198063387418,92.67,0.0383679837205359,2.18874193003708
8,4,2,32,2.64575131106459,"sumofsquares","bubble",0.386826247675344,2.76574350339492,90.78,0.00884280142445311,3.60018202003033
9,4,2.25,36,3,"sumofsquares","gaussian",0.520968686789274,2.73368028774581,90.89,0.00914871968797694,3.43742933996842
35,4,8.75,140,10.816653826392,"sumofsquares","gaussian",0.515983548015356,2.28936594316425,92.37,0.0130101746650839,2.10805970339852
14,3,4.66666666666667,42,1,"manhattan","gaussian",0.0853114174678922,2.67612114699856,91.08,0.148716974732915,3.05682355952763
31,3,10.3333333333333,93,0,"sumofsquares","bubble",0.00715711619704962,2.16027087587612,92.8,0.340189927081567,4.34294867740171
44,6,7.33333333333333,264,3,"sumofsquares","gaussian",0.0945966120343655,1.53305333313695,94.89,0.303372731897575,3.14480191822595
18,4,4.5,72,2.64575131106459,"sumofsquares","bubble",0.243521485710517,2.07118950813178,93.1,0.2070969984738,3.43039991801579
7,2,3.5,14,0,"euclidean","bubble",0.0423587874975055,3.69671162795778,87.68,0.222501102255384,5.57523683893028
4,2,2,8,2,"manhattan","gaussian",0.708704100223258,5.11565285917883,82.95,0.0619052060369679,5.20559211198846
17,5,3.4,85,10.1488915650922,"sumofsquares","bubble",0.837112068198621,2.23066424862994,92.56,0.0245141597422418,2.65285186123849
11,5,2.2,55,2.64575131106459,"sumofsquares","bubble",0.346231010742486,2.27642125260772,92.41,0.100909954214007,3.44985305624702
48,5,9.6,240,24.0624188310319,"euclidean","gaussian",0.749948074342683,2.52026571751142,91.6,0.00351382058673902,1.90173373855442
37,4,9.25,148,1,"euclidean","gaussian",0.0270487263333052,1.78322218718191,94.06,0.355019162285908,3.59345372854248
23,5,4.6,115,18.5202591774521,"euclidean","gaussian",0.958952054381371,2.60834199566043,91.31,0.00560115312870951,2.26565951692445
45,5,9,225,2.64575131106459,"euclidean","bubble",0.0764225642196834,1.59649169565795,94.68,0.523464982194336,3.64911560050663
20,5,4,100,10.5356537528527,"manhattan","gaussian",0.774050798732787,2.54345888651379,91.52,0.215198405969137,2.32482336412062
30,5,6,150,2.64575131106459,"manhattan","gaussian",0.132251703413203,1.91761387039894,93.61,0.383473121926403,2.82707383636055
60,6,10,360,5.29150262212918,"euclidean","bubble",0.157473776023835,1.40943662806876,95.3,0.593675258606071,3.75452364924181
24,3,8,72,11,"sumofsquares","gaussian",0.702611582586542,2.61863862253965,91.27,0.00340274715957266,2.43556947559454
8,3,2.66666666666667,24,2.64575131106459,"euclidean","bubble",0.493195235729218,2.98951187117752,90.03,0.0206270985246736,4.04159217602858
15,6,2.5,90,9.53939201416946,"sumofsquares","bubble",0.858768677571788,2.25041424215748,92.5,0.0132901475326437,2.63147984244452
35,3,11.6666666666667,105,7,"sumofsquares","bubble",0.354163618059829,1.91390769840046,93.62,0.2611332881126,4.12629076779765
57,5,11.4,285,14.5258390463339,"sumofsquares","bubble",0.446112092351541,1.63189947278411,94.56,0.18094793963032,2.76794945316163
24,3,8,72,3,"sumofsquares","gaussian",0.214404903817922,2.14284989385424,92.86,0.24463761234526,3.45405706992923
20,6,3.33333333333333,120,2.64575131106459,"euclidean","gaussian",0.163743368349969,1.90694872111278,93.64,0.147733762930304,2.77919427608719
16,6,2.66666666666667,96,13.5277492584687,"sumofsquares","bubble",0.975031427806243,2.24233028482723,92.53,0.0476462608105817,2.71194292967291
16,4,4,64,6,"manhattan","gaussian",0.584643067093566,2.59443899582127,91.35,0.177861454977107,2.61423932543784
9,2,4.5,18,8,"euclidean","gaussian",0.987798097543418,4.30939282320046,85.64,0,3.46364678917433
46,4,11.5,184,3.60555127546399,"euclidean","gaussian",0.147314531961456,1.6751826254184,94.42,0.332585212820078,3.56777458349591
11,2,5.5,22,5,"euclidean","gaussian",0.714496348053217,3.34156526754972,88.86,1.69577751399016e-07,3.62803938740494
8,5,1.6,40,3.60555127546399,"euclidean","bubble",0.659567163791507,2.57002039033656,91.43,0.0743316940817365,3.56579000676859
9,4,2.25,36,3.60555127546399,"sumofsquares","bubble",0.632887246087193,2.68634752309667,91.05,0.00556113277937935,3.46955762374593
58,5,11.6,290,4.58257569495584,"sumofsquares","bubble",0.139441948384047,1.47653844678184,95.08,0.52095031371884,3.87486281734083
43,4,10.75,172,1,"sumofsquares","bubble",0.0312460279092193,1.7923833092378,94.03,0.405464643038833,3.74673733185378
7,4,1.75,28,2.64575131106459,"sumofsquares","gaussian",0.56048132898286,2.99632733317621,90.01,0.00322316432084111,3.65819561474095
15,2,7.5,30,9,"sumofsquares","bubble",0.850527896545827,2.88091114366655,90.4,0.230787858233,3.9051772488779
39,5,7.8,195,23.259406699226,"manhattan","gaussian",0.836648782016709,2.80962340820011,90.63,0.356188909615059,2.03164598516525
55,6,9.16666666666667,330,24.5153013442625,"euclidean","bubble",0.691717846319079,2.03326386185086,93.22,0.229784975411226,1.99298712734838
21,2,10.5,42,9,"sumofsquares","gaussian",0.676314612384886,3.04578517097762,89.85,0.000966423605222995,2.70948232161939
19,2,9.5,38,13.5277492584687,"sumofsquares","gaussian",0.91800752398558,3.78557256318448,87.38,0,2.66741599870804
22,2,11,44,1,"manhattan","bubble",0.0860407301224768,2.67661200282677,91.08,0.367818721383754,3.86418385601421
19,6,3.16666666666667,114,3.60555127546399,"euclidean","bubble",0.284486460965127,1.84752922827427,93.84,0.263163303374597,3.19474358828445
12,5,2.4,60,1,"euclidean","bubble",0.0427123438566923,2.34896109666525,92.17,0.404476174325928,4.5062819160435
15,5,3,75,10.1488915650922,"manhattan","gaussian",0.891327094752342,2.66710443691571,91.11,0.192557402068849,2.50758825620606
68,6,11.3333333333333,408,19.313207915828,"euclidean","bubble",0.484470219351351,1.5474129585004,94.84,0.476867220620655,2.97208227692988
8,5,1.6,40,7.76848828773058,"manhattan","bubble",0.995521973352879,2.8567859315089,90.48,0.183508902831948,3.17140548860047
12,5,2.4,60,1.73205080756888,"sumofsquares","bubble",0.143036961788312,2.18400461230298,92.72,0.146097168051552,3.4941199199763
14,3,4.66666666666667,42,4,"euclidean","bubble",0.483166740974411,2.51999013769923,91.6,0.0946847549601492,3.41050687693025
12,2,6,24,8,"euclidean","gaussian",0.899942784104496,3.44370581681142,88.52,0,3.31503133031441
22,5,4.4,110,6.557438524302,"sumofsquares","bubble",0.488545692292973,1.97085294918603,93.43,0.202256401560115,2.88547535638156
15,5,3,75,1,"manhattan","gaussian",0.0218949869740754,2.20428149873306,92.65,0.251866542309649,3.00998363136133
21,3,7,63,11.5325625946708,"euclidean","bubble",0.792431543814018,2.31861583965202,92.27,0.367510768187214,3.80421466473537
26,6,4.33333333333333,156,6,"euclidean","gaussian",0.378396520856768,2.07679442656956,93.08,0.0142555536713583,2.22664095562628
13,6,2.16666666666667,78,3,"euclidean","bubble",0.283323094481602,2.05705384294134,93.14,0.154350686789893,3.24093131200393
27,4,6.75,108,16.0934769394311,"sumofsquares","bubble",0.838419924955815,2.22812990291731,92.57,0.136540953026963,2.52192778466079
48,6,8,288,28.0535202782111,"sumofsquares","bubble",0.825979038374498,2.12544889755944,92.92,0.172642360522299,1.98124167575735
15,6,2.5,90,8,"sumofsquares","bubble",0.763340013800189,2.23483022448714,92.55,0.0235692725114465,2.66495916968421
24,4,6,96,1,"manhattan","gaussian",0.0430438101757318,2.09470758684898,93.02,0.321659487875191,3.0202962334933
26,4,6.5,104,8.54400374531753,"sumofsquares","bubble",0.537883951561525,2.02177769034526,93.26,0.153503985077158,2.97224600058985
19,2,9.5,38,2.64575131106459,"manhattan","gaussian",0.251119058346376,2.78911880304551,90.7,0.374392402916737,3.60572939875612
9,2,4.5,18,7.7350033390185,"euclidean","bubble",0.982697631930932,3.43524720928127,88.55,0.265563337290148,4.8270998066325
16,6,2.66666666666667,96,2,"manhattan","gaussian",0.141344212228432,2.12543087981767,92.92,0.278577920976768,2.83048741770089
29,4,7.25,116,8.18535277187245,"euclidean","gaussian",0.485991592286155,2.25781847185841,92.47,0.0127193488214346,2.24203330012772
37,6,6.16666666666667,222,24.2487113059643,"sumofsquares","bubble",0.880407924531028,2.22020473873327,92.6,0.10869577751399,2.01827315808287
17,2,8.5,34,6,"manhattan","bubble",0.593172381864861,2.98207800798082,90.06,0.298720875021197,3.3883348897787
16,2,8,32,1,"sumofsquares","gaussian",0.13464995007962,2.66633953602002,91.11,0.321366457520773,4.40118592506336
17,4,4.25,68,4,"manhattan","bubble",0.386063342448324,2.34928911377641,92.17,0.244657283364423,2.90339394866185
12,3,4,36,4.35889894354067,"sumofsquares","bubble",0.566589024616405,2.63808689254653,91.21,0.0336096320162795,3.45899004393513
31,5,6.2,155,5.19615242270663,"sumofsquares","gaussian",0.283565640216693,2.00432064144751,93.32,0.0845299304731219,2.29684660491109
17,4,4.25,68,2,"euclidean","bubble",0.182264570845291,2.10865560995132,92.97,0.153248600983551,3.39382884933974
45,6,7.5,270,21.0713075057055,"sumofsquares","gaussian",0.716360067715868,2.34677880531151,92.18,0.00398643377988808,1.88394981233952
31,4,7.75,124,17.0880074906351,"sumofsquares","bubble",0.797345452243462,2.08092809450457,93.06,0.210665592674241,2.70222677891936
11,5,2.2,55,6.2449979983984,"manhattan","gaussian",0.806079372297972,2.70567737045114,90.98,0.171851789045277,2.8037350956156
17,4,4.25,68,4,"sumofsquares","gaussian",0.391711998265237,2.34809009981384,92.17,0.00943377988807868,2.74114513192058
68,6,11.3333333333333,408,13.5277492584687,"manhattan","gaussian",0.353104059817269,2.11224291330604,92.96,0.370251314227573,1.90622496447451
5,2,2.5,10,2,"manhattan","gaussian",0.609282721532509,4.55206852620663,84.83,0.0716257419026624,4.86656547216919
46,5,9.2,230,28.0535202782111,"euclidean","bubble",0.848354288609698,2.22422321063782,92.59,0.165938782431745,2.06117573828711
7,3,2.33333333333333,21,3,"manhattan","gaussian",0.665976779535413,3.37782375861716,88.74,0.115117686959471,3.83599613304995
8,2,4,16,4.58257569495584,"euclidean","gaussian",0.796118416124955,3.68589096660587,87.71,0,4.14837898204721
38,6,6.33333333333333,228,3.60555127546399,"sumofsquares","gaussian",0.157103970181197,1.62564686285862,94.58,0.276787349499746,2.9285936260998
15,3,5,45,10,"manhattan","gaussian",0.890579174272716,3.01283371033306,89.96,0.174193149058843,2.73795330219615
13,5,2.6,65,1.73205080756888,"sumofsquares","gaussian",0.129534007282928,2.2004694934734,92.67,0.0756028489062235,3.12660520814442
13,5,2.6,65,3.46410161513775,"manhattan","gaussian",0.374632850522175,2.51735422461028,91.61,0.170941156520265,2.71398017829679
12,2,6,24,7.54983443527075,"sumofsquares","gaussian",0.852023149607703,3.38717301513391,88.71,0,3.36585763315107
3,2,1.5,6,0,"sumofsquares","bubble",0.039378163870424,5.86958916171613,80.43,0.457128370357809,8.89155182803724
5,2,2.5,10,2,"euclidean","gaussian",0.624037863919511,4.39967697440434,85.33,0,5.26883966158859
11,2,5.5,22,1,"manhattan","bubble",0.156356141436845,3.33601267140106,88.88,0.110497541122605,3.84634141539004
34,3,11.3333333333333,102,4,"sumofsquares","gaussian",0.216856319922954,1.98488008624396,93.38,0.247814142784467,3.41419940412335
2,2,1,4,1,"sumofsquares","gaussian",0.638707507401705,8.3295742089622,72.23,0,7.28038888352788
7,4,1.75,28,2.64575131106459,"sumofsquares","gaussian",0.456389527535066,2.99632733317621,90.01,0.00322316432084111,3.65819561474095
11,5,2.2,55,6,"manhattan","bubble",0.75929189263843,2.60821313543871,91.31,0.164380023740885,2.8524357297037
45,4,11.25,180,23.6431808350738,"euclidean","gaussian",0.774970229249448,2.70399989723213,90.99,0.00268339833813804,1.9763255274551
32,4,8,128,0,"sumofsquares","gaussian",0.00516719021834433,1.98222266114419,93.39,0.365651178565372,4.02036025060618
9,4,2.25,36,2,"sumofsquares","bubble",0.256041559856385,2.60456057431863,91.32,0.275551975580804,5.26983806100547
3,2,1.5,6,0,"manhattan","gaussian",0.002107446314767,5.99575282119375,80.01,0.0586106494827879,5.73902144435562
44,4,11,176,27,"sumofsquares","gaussian",0.849905540235341,2.8422998896331,90.53,0.00389503137188401,2.00042889094472
60,5,12,300,29.8249609635433,"sumofsquares","gaussian",0.745669910917059,2.60700861934172,91.31,0.00390961505850432,1.8375160101927
33,6,5.5,198,11.13552872566,"euclidean","gaussian",0.551964819664136,2.1382369100693,92.87,0.00756113277937935,2.04312034052691
18,4,4.5,72,9.53939201416946,"sumofsquares","gaussian",0.77286668936722,2.48543715881581,91.72,0.00614481939969476,2.60149022545232
46,6,7.66666666666667,276,9,"manhattan","bubble",0.344441190827638,1.72031546879711,94.27,0.523821265050025,2.82706437824168
37,4,9.25,148,10.5356537528527,"euclidean","gaussian",0.485892729600891,2.24829507561648,92.51,0.0254334407325759,2.1007346966214
19,2,9.5,38,8.54400374531753,"sumofsquares","bubble",0.696294317953289,2.72613726319676,90.91,0.200433440732576,3.51573113272034
46,5,9.2,230,10.1488915650922,"manhattan","bubble",0.385719734011218,1.79638270263678,94.01,0.524863829065627,2.90961846755616
